Source,Target,Weight,book,chapter,source_line
Chimera,Poseidon,1,1,14,32
Percy Jackson,Poseidon,1,1,14,33
Percy Jackson,Chimera,1,1,14,33
Percy Jackson,Poseidon,1,1,14,35
Percy Jackson,Chimera,1,1,14,35
Percy Jackson,Chimera,1,1,14,36
Percy Jackson,Chimera,1,1,14,37
Percy Jackson,Sally Jackson,1,1,14,43
Percy Jackson,Sally Jackson,1,1,14,47
Percy Jackson,Sally Jackson,1,1,14,48
Sally Jackson,Percy Jackson,7,1,14,48
Percy Jackson,Sally Jackson,2,1,14,49
Percy Jackson,Sally Jackson,2,1,14,50
Percy Jackson,Sally Jackson,2,1,14,51
Percy Jackson,Sally Jackson,2,1,14,52
Percy Jackson,Chimera,1,1,14,52
Percy Jackson,Sally Jackson,1,1,14,54
Percy Jackson,Chimera,1,1,14,54
Sally Jackson,Percy Jackson,8,1,14,54
Sally Jackson,Chimera,1,1,14,54
Percy Jackson,Sally Jackson,1,1,14,55
Percy Jackson,Chimera,1,1,14,55
Percy Jackson,Sally Jackson,1,1,14,56
Percy Jackson,Chimera,1,1,14,56
Chimera,Percy Jackson,8,1,14,57
Chimera,Sally Jackson,1,1,14,57
Percy Jackson,Sally Jackson,1,1,14,58
Percy Jackson,Chimera,1,1,14,58
Percy Jackson,Chimera,1,1,14,60
Percy Jackson,Chimera,1,1,14,61
Percy Jackson,Chimera,1,1,14,62
Percy Jackson,Annabeth Chase,1,1,14,71
Percy Jackson,Grover Underwood,1,1,14,71
Percy Jackson,Annabeth Chase,1,1,14,73
Percy Jackson,Grover Underwood,1,1,14,73
Annabeth Chase,Percy Jackson,3,1,14,73
Annabeth Chase,Grover Underwood,1,1,14,73
Grover Underwood,Percy Jackson,3,1,14,73
Grover Underwood,Annabeth Chase,1,1,14,73
Percy Jackson,Annabeth Chase,3,1,14,78
Percy Jackson,Grover Underwood,3,1,14,78
Percy Jackson,Hades,1,1,14,78
Percy Jackson,Annabeth Chase,2,1,14,80
Percy Jackson,Grover Underwood,2,1,14,80
Percy Jackson,Hades,1,1,14,80
Annabeth Chase,Percy Jackson,5,1,14,80
Annabeth Chase,Grover Underwood,2,1,14,80
Annabeth Chase,Hades,1,1,14,80
Grover Underwood,Percy Jackson,5,1,14,80
Grover Underwood,Annabeth Chase,2,1,14,80
Grover Underwood,Hades,1,1,14,80
Percy Jackson,Annabeth Chase,2,1,14,81
Percy Jackson,Grover Underwood,2,1,14,81
Percy Jackson,Hades,1,1,14,81
Grover Underwood,Percy Jackson,5,1,14,81
Grover Underwood,Annabeth Chase,2,1,14,81
Grover Underwood,Hades,1,1,14,81
Hades,Percy Jackson,6,1,14,82
Hades,Annabeth Chase,2,1,14,82
Hades,Grover Underwood,2,1,14,82
Annabeth Chase,Percy Jackson,6,1,14,83
Annabeth Chase,Grover Underwood,2,1,14,83
Annabeth Chase,Hades,1,1,14,83
Percy Jackson,Annabeth Chase,2,1,14,84
Percy Jackson,Grover Underwood,2,1,14,84
Percy Jackson,Hades,1,1,14,84
Percy Jackson,Annabeth Chase,2,1,14,85
Percy Jackson,Grover Underwood,2,1,14,85
Percy Jackson,Hades,1,1,14,85
Percy Jackson,Hades,1,1,14,87
Percy Jackson,Annabeth Chase,2,1,14,87
Percy Jackson,Annabeth Chase,2,1,14,90
Percy Jackson,Grover Underwood,1,1,14,90
Percy Jackson,Echidna,1,1,14,90
Percy Jackson,Chimera,1,1,14,90
Percy Jackson,Annabeth Chase,3,1,14,92
Percy Jackson,Grover Underwood,2,1,14,92
Percy Jackson,Echidna,1,1,14,92
Percy Jackson,Chimera,1,1,14,92
Annabeth Chase,Percy Jackson,6,1,14,92
Annabeth Chase,Grover Underwood,2,1,14,92
Annabeth Chase,Echidna,1,1,14,92
Annabeth Chase,Chimera,1,1,14,92
Percy Jackson,Annabeth Chase,3,1,14,93
Percy Jackson,Grover Underwood,2,1,14,93
Percy Jackson,Echidna,1,1,14,93
Percy Jackson,Chimera,1,1,14,93
Annabeth Chase,Percy Jackson,6,1,14,93
Annabeth Chase,Grover Underwood,2,1,14,93
Annabeth Chase,Echidna,1,1,14,93
Annabeth Chase,Chimera,1,1,14,93
Grover Underwood,Percy Jackson,6,1,14,93
Grover Underwood,Annabeth Chase,3,1,14,93
Grover Underwood,Echidna,1,1,14,93
Grover Underwood,Chimera,1,1,14,93
Percy Jackson,Annabeth Chase,3,1,14,94
Percy Jackson,Grover Underwood,2,1,14,94
Percy Jackson,Echidna,1,1,14,94
Percy Jackson,Chimera,1,1,14,94
Echidna,Percy Jackson,7,1,14,95
Echidna,Annabeth Chase,3,1,14,95
Echidna,Grover Underwood,2,1,14,95
Echidna,Chimera,1,1,14,95
Chimera,Percy Jackson,7,1,14,95
Chimera,Annabeth Chase,3,1,14,95
Chimera,Grover Underwood,2,1,14,95
Chimera,Echidna,1,1,14,95
Percy Jackson,Annabeth Chase,3,1,14,95
Percy Jackson,Grover Underwood,2,1,14,95
Percy Jackson,Echidna,1,1,14,95
Percy Jackson,Chimera,1,1,14,95
Grover Underwood,Percy Jackson,6,1,14,96
Grover Underwood,Annabeth Chase,3,1,14,96
Grover Underwood,Echidna,1,1,14,96
Grover Underwood,Chimera,1,1,14,96
Annabeth Chase,Percy Jackson,7,1,14,97
Annabeth Chase,Grover Underwood,2,1,14,97
Annabeth Chase,Echidna,1,1,14,97
Annabeth Chase,Chimera,1,1,14,97
Percy Jackson,Annabeth Chase,2,1,14,98
Percy Jackson,Grover Underwood,2,1,14,98
Percy Jackson,Echidna,1,1,14,98
Percy Jackson,Chimera,1,1,14,98
Percy Jackson,Echidna,1,1,14,99
Percy Jackson,Chimera,1,1,14,99
Percy Jackson,Grover Underwood,2,1,14,99
Percy Jackson,Annabeth Chase,1,1,14,99
Percy Jackson,Annabeth Chase,1,1,14,102
Percy Jackson,Grover Underwood,1,1,14,102
Percy Jackson,Grover Underwood,1,1,14,104
Grover Underwood,Percy Jackson,3,1,14,104
Percy Jackson,Annabeth Chase,2,1,15,3
Percy Jackson,Chiron,1,1,15,3
Percy Jackson,Annabeth Chase,2,1,15,4
Percy Jackson,Chiron,1,1,15,4
Annabeth Chase,Percy Jackson,5,1,15,4
Annabeth Chase,Chiron,1,1,15,4
Chiron,Percy Jackson,5,1,15,4
Chiron,Annabeth Chase,2,1,15,4
Percy Jackson,Annabeth Chase,2,1,15,5
Percy Jackson,Chiron,1,1,15,5
Percy Jackson,Annabeth Chase,2,1,15,7
Percy Jackson,Chiron,1,1,15,7
Annabeth Chase,Percy Jackson,5,1,15,7
Annabeth Chase,Chiron,1,1,15,7
Percy Jackson,Annabeth Chase,2,1,15,9
Percy Jackson,Chiron,1,1,15,9
Percy Jackson,Grover Underwood,1,1,15,9
Percy Jackson,Grover Underwood,3,1,15,14
Percy Jackson,Annabeth Chase,1,1,15,14
Percy Jackson,Medusa,1,1,15,14
Grover Underwood,Percy Jackson,6,1,15,14
Grover Underwood,Annabeth Chase,1,1,15,14
Grover Underwood,Medusa,1,1,15,14
Percy Jackson,Grover Underwood,3,1,15,15
Percy Jackson,Annabeth Chase,1,1,15,15
Percy Jackson,Medusa,1,1,15,15
Annabeth Chase,Percy Jackson,5,1,15,15
Annabeth Chase,Grover Underwood,3,1,15,15
Annabeth Chase,Medusa,1,1,15,15
Percy Jackson,Grover Underwood,3,1,15,16
Percy Jackson,Annabeth Chase,2,1,15,16
Percy Jackson,Medusa,1,1,15,16
Percy Jackson,Grover Underwood,3,1,15,17
Percy Jackson,Annabeth Chase,2,1,15,17
Percy Jackson,Medusa,1,1,15,17
Medusa,Percy Jackson,6,1,15,17
Medusa,Grover Underwood,3,1,15,17
Medusa,Annabeth Chase,2,1,15,17
Grover Underwood,Percy Jackson,6,1,15,17
Grover Underwood,Annabeth Chase,2,1,15,17
Grover Underwood,Medusa,1,1,15,17
Grover Underwood,Percy Jackson,6,1,15,18
Grover Underwood,Annabeth Chase,2,1,15,18
Grover Underwood,Medusa,1,1,15,18
Percy Jackson,Grover Underwood,4,1,15,19
Percy Jackson,Annabeth Chase,2,1,15,19
Percy Jackson,Medusa,1,1,15,19
Percy Jackson,Medusa,1,1,15,21
Percy Jackson,Grover Underwood,3,1,15,21
Percy Jackson,Annabeth Chase,1,1,15,21
Annabeth Chase,Percy Jackson,4,1,15,21
Annabeth Chase,Medusa,1,1,15,21
Annabeth Chase,Grover Underwood,3,1,15,21
Grover Underwood,Percy Jackson,3,1,15,24
Grover Underwood,Annabeth Chase,2,1,15,24
Percy Jackson,Grover Underwood,1,1,15,27
Percy Jackson,Annabeth Chase,2,1,15,27
Annabeth Chase,Grover Underwood,1,1,15,27
Annabeth Chase,Percy Jackson,2,1,15,27
Percy Jackson,Annabeth Chase,2,1,15,30
Percy Jackson,Luke Castellan,1,1,15,30
Annabeth Chase,Percy Jackson,3,1,15,30
Annabeth Chase,Luke Castellan,1,1,15,30
Percy Jackson,Annabeth Chase,3,1,15,35
Percy Jackson,Luke Castellan,1,1,15,35
Percy Jackson,Chiron,1,1,15,35
Luke Castellan,Percy Jackson,5,1,15,35
Luke Castellan,Annabeth Chase,3,1,15,35
Luke Castellan,Chiron,1,1,15,35
Percy Jackson,Luke Castellan,2,1,15,36
Percy Jackson,Annabeth Chase,2,1,15,36
Percy Jackson,Chiron,1,1,15,36
Percy Jackson,Luke Castellan,2,1,15,37
Percy Jackson,Annabeth Chase,2,1,15,37
Percy Jackson,Chiron,1,1,15,37
Percy Jackson,Grover Underwood,1,1,15,37
Annabeth Chase,Percy Jackson,5,1,15,38
Annabeth Chase,Luke Castellan,2,1,15,38
Annabeth Chase,Chiron,1,1,15,38
Annabeth Chase,Grover Underwood,2,1,15,38
Annabeth Chase,Percy Jackson,5,1,15,39
Annabeth Chase,Luke Castellan,3,1,15,39
Annabeth Chase,Chiron,1,1,15,39
Annabeth Chase,Grover Underwood,2,1,15,39
Percy Jackson,Luke Castellan,3,1,15,40
Percy Jackson,Annabeth Chase,2,1,15,40
Percy Jackson,Chiron,1,1,15,40
Percy Jackson,Grover Underwood,2,1,15,40
Chiron,Percy Jackson,5,1,15,40
Chiron,Luke Castellan,3,1,15,40
Chiron,Annabeth Chase,2,1,15,40
Chiron,Grover Underwood,2,1,15,40
Luke Castellan,Percy Jackson,4,1,15,41
Luke Castellan,Annabeth Chase,2,1,15,41
Luke Castellan,Chiron,1,1,15,41
Luke Castellan,Grover Underwood,2,1,15,41
Grover Underwood,Percy Jackson,3,1,15,42
Grover Underwood,Annabeth Chase,2,1,15,42
Grover Underwood,Chiron,2,1,15,42
Grover Underwood,Luke Castellan,3,1,15,42
Percy Jackson,Annabeth Chase,3,1,15,43
Percy Jackson,Chiron,2,1,15,43
Percy Jackson,Luke Castellan,3,1,15,43
Percy Jackson,Grover Underwood,2,1,15,43
Grover Underwood,Annabeth Chase,3,1,15,43
Grover Underwood,Percy Jackson,3,1,15,43
Grover Underwood,Chiron,2,1,15,43
Grover Underwood,Luke Castellan,3,1,15,43
Luke Castellan,Annabeth Chase,2,1,15,44
Luke Castellan,Percy Jackson,3,1,15,44
Luke Castellan,Chiron,2,1,15,44
Luke Castellan,Grover Underwood,3,1,15,44
Luke Castellan,Grover Underwood,4,1,15,47
Luke Castellan,Percy Jackson,5,1,15,47
Luke Castellan,Chiron,1,1,15,47
Luke Castellan,Annabeth Chase,2,1,15,47
Luke Castellan,Oracle,1,1,15,47
Chiron,Grover Underwood,4,1,15,47
Chiron,Percy Jackson,5,1,15,47
Chiron,Luke Castellan,2,1,15,47
Chiron,Annabeth Chase,2,1,15,47
Chiron,Oracle,1,1,15,47
Percy Jackson,Grover Underwood,3,1,15,48
Percy Jackson,Luke Castellan,3,1,15,48
Percy Jackson,Chiron,2,1,15,48
Percy Jackson,Annabeth Chase,2,1,15,48
Percy Jackson,Oracle,1,1,15,48
Annabeth Chase,Percy Jackson,5,1,15,48
Annabeth Chase,Grover Underwood,3,1,15,48
Annabeth Chase,Luke Castellan,3,1,15,48
Annabeth Chase,Chiron,2,1,15,48
Annabeth Chase,Oracle,1,1,15,48
Grover Underwood,Luke Castellan,3,1,15,49
Grover Underwood,Chiron,2,1,15,49
Grover Underwood,Percy Jackson,5,1,15,49
Grover Underwood,Annabeth Chase,2,1,15,49
Grover Underwood,Oracle,1,1,15,49
Percy Jackson,Luke Castellan,2,1,15,50
Percy Jackson,Chiron,2,1,15,50
Percy Jackson,Annabeth Chase,2,1,15,50
Percy Jackson,Grover Underwood,2,1,15,50
Percy Jackson,Oracle,1,1,15,50
Percy Jackson,Zeus,1,1,15,50
Percy Jackson,Poseidon,1,1,15,50
Grover Underwood,Luke Castellan,2,1,15,50
Grover Underwood,Chiron,2,1,15,50
Grover Underwood,Percy Jackson,5,1,15,50
Grover Underwood,Annabeth Chase,2,1,15,50
Grover Underwood,Oracle,1,1,15,50
Grover Underwood,Zeus,1,1,15,50
Grover Underwood,Poseidon,1,1,15,50
Oracle,Luke Castellan,2,1,15,51
Oracle,Chiron,2,1,15,51
Oracle,Percy Jackson,5,1,15,51
Oracle,Annabeth Chase,2,1,15,51
Oracle,Grover Underwood,2,1,15,51
Oracle,Zeus,1,1,15,51
Oracle,Poseidon,1,1,15,51
Percy Jackson,Luke Castellan,2,1,15,51
Percy Jackson,Chiron,2,1,15,51
Percy Jackson,Annabeth Chase,2,1,15,51
Percy Jackson,Grover Underwood,2,1,15,51
Percy Jackson,Oracle,1,1,15,51
Percy Jackson,Zeus,1,1,15,51
Percy Jackson,Poseidon,1,1,15,51
Percy Jackson,Luke Castellan,2,1,15,52
Percy Jackson,Chiron,2,1,15,52
Percy Jackson,Annabeth Chase,2,1,15,52
Percy Jackson,Grover Underwood,2,1,15,52
Percy Jackson,Oracle,1,1,15,52
Percy Jackson,Zeus,1,1,15,52
Percy Jackson,Poseidon,1,1,15,52
Percy Jackson,Aphrodite,1,1,15,52
Percy Jackson,Apollo,1,1,15,52
Percy Jackson,Ares,1,1,15,52
Annabeth Chase,Luke Castellan,2,1,15,52
Annabeth Chase,Chiron,2,1,15,52
Annabeth Chase,Percy Jackson,5,1,15,52
Annabeth Chase,Grover Underwood,2,1,15,52
Annabeth Chase,Oracle,1,1,15,52
Annabeth Chase,Zeus,1,1,15,52
Annabeth Chase,Poseidon,1,1,15,52
Annabeth Chase,Aphrodite,1,1,15,52
Annabeth Chase,Apollo,1,1,15,52
Annabeth Chase,Ares,1,1,15,52
Luke Castellan,Percy Jackson,6,1,15,53
Luke Castellan,Annabeth Chase,2,1,15,53
Luke Castellan,Grover Underwood,2,1,15,53
Luke Castellan,Oracle,1,1,15,53
Luke Castellan,Chiron,1,1,15,53
Luke Castellan,Zeus,2,1,15,53
Luke Castellan,Poseidon,2,1,15,53
Luke Castellan,Aphrodite,1,1,15,53
Luke Castellan,Apollo,1,1,15,53
Luke Castellan,Ares,1,1,15,53
Luke Castellan,Athena,1,1,15,53
Chiron,Percy Jackson,6,1,15,53
Chiron,Annabeth Chase,2,1,15,53
Chiron,Grover Underwood,2,1,15,53
Chiron,Oracle,1,1,15,53
Chiron,Luke Castellan,1,1,15,53
Chiron,Zeus,2,1,15,53
Chiron,Poseidon,2,1,15,53
Chiron,Aphrodite,1,1,15,53
Chiron,Apollo,1,1,15,53
Chiron,Ares,1,1,15,53
Chiron,Athena,1,1,15,53
Percy Jackson,Grover Underwood,2,1,15,54
Percy Jackson,Oracle,1,1,15,54
Percy Jackson,Annabeth Chase,1,1,15,54
Percy Jackson,Luke Castellan,1,1,15,54
Percy Jackson,Chiron,1,1,15,54
Percy Jackson,Zeus,2,1,15,54
Percy Jackson,Poseidon,2,1,15,54
Percy Jackson,Aphrodite,1,1,15,54
Percy Jackson,Apollo,1,1,15,54
Percy Jackson,Ares,1,1,15,54
Percy Jackson,Athena,1,1,15,54
Percy Jackson,Clarisse La Rue,1,1,15,54
Zeus,Percy Jackson,7,1,15,55
Zeus,Grover Underwood,1,1,15,55
Zeus,Oracle,1,1,15,55
Zeus,Annabeth Chase,2,1,15,55
Zeus,Luke Castellan,1,1,15,55
Zeus,Chiron,1,1,15,55
Zeus,Poseidon,2,1,15,55
Zeus,Aphrodite,1,1,15,55
Zeus,Apollo,1,1,15,55
Zeus,Ares,1,1,15,55
Zeus,Athena,1,1,15,55
Zeus,Clarisse La Rue,1,1,15,55
Poseidon,Percy Jackson,7,1,15,55
Poseidon,Grover Underwood,1,1,15,55
Poseidon,Oracle,1,1,15,55
Poseidon,Annabeth Chase,2,1,15,55
Poseidon,Luke Castellan,1,1,15,55
Poseidon,Chiron,1,1,15,55
Poseidon,Zeus,2,1,15,55
Poseidon,Aphrodite,1,1,15,55
Poseidon,Apollo,1,1,15,55
Poseidon,Ares,1,1,15,55
Poseidon,Athena,1,1,15,55
Poseidon,Clarisse La Rue,1,1,15,55
Aphrodite,Percy Jackson,7,1,15,57
Aphrodite,Annabeth Chase,2,1,15,57
Aphrodite,Luke Castellan,2,1,15,57
Aphrodite,Chiron,2,1,15,57
Aphrodite,Zeus,2,1,15,57
Aphrodite,Poseidon,2,1,15,57
Aphrodite,Apollo,1,1,15,57
Aphrodite,Ares,1,1,15,57
Aphrodite,Athena,1,1,15,57
Aphrodite,Clarisse La Rue,1,1,15,57
Apollo,Percy Jackson,7,1,15,57
Apollo,Annabeth Chase,2,1,15,57
Apollo,Luke Castellan,2,1,15,57
Apollo,Chiron,2,1,15,57
Apollo,Zeus,2,1,15,57
Apollo,Poseidon,2,1,15,57
Apollo,Aphrodite,1,1,15,57
Apollo,Ares,1,1,15,57
Apollo,Athena,1,1,15,57
Apollo,Clarisse La Rue,1,1,15,57
Ares,Percy Jackson,7,1,15,57
Ares,Annabeth Chase,2,1,15,57
Ares,Luke Castellan,2,1,15,57
Ares,Chiron,2,1,15,57
Ares,Zeus,2,1,15,57
Ares,Poseidon,2,1,15,57
Ares,Aphrodite,1,1,15,57
Ares,Apollo,1,1,15,57
Ares,Athena,1,1,15,57
Ares,Clarisse La Rue,1,1,15,57
Percy Jackson,Luke Castellan,2,1,15,58
Percy Jackson,Chiron,2,1,15,58
Percy Jackson,Zeus,2,1,15,58
Percy Jackson,Poseidon,2,1,15,58
Percy Jackson,Aphrodite,1,1,15,58
Percy Jackson,Apollo,1,1,15,58
Percy Jackson,Ares,1,1,15,58
Percy Jackson,Athena,1,1,15,58
Percy Jackson,Clarisse La Rue,1,1,15,58
Percy Jackson,Annabeth Chase,1,1,15,58
Zeus,Luke Castellan,2,1,15,58
Zeus,Chiron,2,1,15,58
Zeus,Percy Jackson,7,1,15,58
Zeus,Poseidon,2,1,15,58
Zeus,Aphrodite,1,1,15,58
Zeus,Apollo,1,1,15,58
Zeus,Ares,1,1,15,58
Zeus,Athena,1,1,15,58
Zeus,Clarisse La Rue,1,1,15,58
Zeus,Annabeth Chase,1,1,15,58
Athena,Luke Castellan,2,1,15,58
Athena,Chiron,2,1,15,58
Athena,Percy Jackson,7,1,15,58
Athena,Zeus,2,1,15,58
Athena,Poseidon,2,1,15,58
Athena,Aphrodite,1,1,15,58
Athena,Apollo,1,1,15,58
Athena,Ares,1,1,15,58
Athena,Clarisse La Rue,1,1,15,58
Athena,Annabeth Chase,1,1,15,58
Poseidon,Luke Castellan,2,1,15,58
Poseidon,Chiron,2,1,15,58
Poseidon,Percy Jackson,7,1,15,58
Poseidon,Zeus,2,1,15,58
Poseidon,Aphrodite,1,1,15,58
Poseidon,Apollo,1,1,15,58
Poseidon,Ares,1,1,15,58
Poseidon,Athena,1,1,15,58
Poseidon,Clarisse La Rue,1,1,15,58
Poseidon,Annabeth Chase,1,1,15,58
Percy Jackson,Zeus,2,1,15,59
Percy Jackson,Poseidon,2,1,15,59
Percy Jackson,Aphrodite,1,1,15,59
Percy Jackson,Apollo,1,1,15,59
Percy Jackson,Ares,1,1,15,59
Percy Jackson,Athena,1,1,15,59
Percy Jackson,Clarisse La Rue,1,1,15,59
Percy Jackson,Annabeth Chase,1,1,15,59
Percy Jackson,Luke Castellan,1,1,15,59
Percy Jackson,Chiron,1,1,15,59
Clarisse La Rue,Percy Jackson,8,1,15,59
Clarisse La Rue,Zeus,2,1,15,59
Clarisse La Rue,Poseidon,2,1,15,59
Clarisse La Rue,Aphrodite,1,1,15,59
Clarisse La Rue,Apollo,1,1,15,59
Clarisse La Rue,Ares,1,1,15,59
Clarisse La Rue,Athena,1,1,15,59
Clarisse La Rue,Annabeth Chase,1,1,15,59
Clarisse La Rue,Luke Castellan,1,1,15,59
Clarisse La Rue,Chiron,1,1,15,59
Percy Jackson,Zeus,2,1,15,60
Percy Jackson,Poseidon,2,1,15,60
Percy Jackson,Aphrodite,1,1,15,60
Percy Jackson,Apollo,1,1,15,60
Percy Jackson,Ares,1,1,15,60
Percy Jackson,Athena,1,1,15,60
Percy Jackson,Clarisse La Rue,1,1,15,60
Percy Jackson,Annabeth Chase,1,1,15,60
Percy Jackson,Luke Castellan,1,1,15,60
Percy Jackson,Chiron,1,1,15,60
Annabeth Chase,Zeus,2,1,15,60
Annabeth Chase,Poseidon,2,1,15,60
Annabeth Chase,Aphrodite,1,1,15,60
Annabeth Chase,Apollo,1,1,15,60
Annabeth Chase,Ares,1,1,15,60
Annabeth Chase,Percy Jackson,8,1,15,60
Annabeth Chase,Athena,1,1,15,60
Annabeth Chase,Clarisse La Rue,1,1,15,60
Annabeth Chase,Luke Castellan,1,1,15,60
Annabeth Chase,Chiron,1,1,15,60
Percy Jackson,Aphrodite,1,1,15,61
Percy Jackson,Apollo,1,1,15,61
Percy Jackson,Ares,1,1,15,61
Percy Jackson,Zeus,1,1,15,61
Percy Jackson,Athena,1,1,15,61
Percy Jackson,Poseidon,1,1,15,61
Percy Jackson,Clarisse La Rue,1,1,15,61
Percy Jackson,Annabeth Chase,1,1,15,61
Percy Jackson,Luke Castellan,2,1,15,61
Percy Jackson,Chiron,1,1,15,61
Luke Castellan,Aphrodite,1,1,15,61
Luke Castellan,Apollo,1,1,15,61
Luke Castellan,Ares,1,1,15,61
Luke Castellan,Percy Jackson,9,1,15,61
Luke Castellan,Zeus,1,1,15,61
Luke Castellan,Athena,1,1,15,61
Luke Castellan,Poseidon,1,1,15,61
Luke Castellan,Clarisse La Rue,1,1,15,61
Luke Castellan,Annabeth Chase,1,1,15,61
Luke Castellan,Chiron,1,1,15,61
Percy Jackson,Aphrodite,1,1,15,62
Percy Jackson,Apollo,1,1,15,62
Percy Jackson,Ares,1,1,15,62
Percy Jackson,Zeus,1,1,15,62
Percy Jackson,Athena,1,1,15,62
Percy Jackson,Poseidon,1,1,15,62
Percy Jackson,Clarisse La Rue,1,1,15,62
Percy Jackson,Annabeth Chase,1,1,15,62
Percy Jackson,Luke Castellan,2,1,15,62
Percy Jackson,Chiron,1,1,15,62
Percy Jackson,Hades,1,1,15,62
Chiron,Aphrodite,1,1,15,62
Chiron,Apollo,1,1,15,62
Chiron,Ares,1,1,15,62
Chiron,Percy Jackson,10,1,15,62
Chiron,Zeus,1,1,15,62
Chiron,Athena,1,1,15,62
Chiron,Poseidon,1,1,15,62
Chiron,Clarisse La Rue,1,1,15,62
Chiron,Annabeth Chase,1,1,15,62
Chiron,Luke Castellan,2,1,15,62
Chiron,Hades,1,1,15,62
Percy Jackson,Zeus,1,1,15,63
Percy Jackson,Athena,1,1,15,63
Percy Jackson,Poseidon,1,1,15,63
Percy Jackson,Clarisse La Rue,1,1,15,63
Percy Jackson,Annabeth Chase,1,1,15,63
Percy Jackson,Luke Castellan,2,1,15,63
Percy Jackson,Chiron,1,1,15,63
Percy Jackson,Hades,1,1,15,63
Percy Jackson,Clarisse La Rue,1,1,15,64
Percy Jackson,Annabeth Chase,1,1,15,64
Percy Jackson,Luke Castellan,2,1,15,64
Percy Jackson,Chiron,2,1,15,64
Percy Jackson,Hades,1,1,15,64
Percy Jackson,Annabeth Chase,1,1,15,65
Percy Jackson,Luke Castellan,3,1,15,65
Percy Jackson,Chiron,2,1,15,65
Percy Jackson,Hades,2,1,15,65
Percy Jackson,Luke Castellan,3,1,15,66
Percy Jackson,Chiron,2,1,15,66
Percy Jackson,Hades,2,1,15,66
Luke Castellan,Percy Jackson,8,1,15,66
Luke Castellan,Chiron,2,1,15,66
Luke Castellan,Hades,2,1,15,66
Percy Jackson,Chiron,2,1,15,67
Percy Jackson,Luke Castellan,2,1,15,67
Percy Jackson,Hades,2,1,15,67
Hades,Percy Jackson,7,1,15,67
Hades,Chiron,2,1,15,67
Hades,Luke Castellan,2,1,15,67
Percy Jackson,Luke Castellan,3,1,15,68
Percy Jackson,Hades,2,1,15,68
Percy Jackson,Chiron,1,1,15,68
Chiron,Percy Jackson,7,1,15,69
Chiron,Luke Castellan,3,1,15,69
Chiron,Hades,2,1,15,69
Chiron,Annabeth Chase,1,1,15,69
Luke Castellan,Percy Jackson,7,1,15,70
Luke Castellan,Hades,2,1,15,70
Luke Castellan,Chiron,1,1,15,70
Luke Castellan,Annabeth Chase,2,1,15,70
Hades,Percy Jackson,7,1,15,70
Hades,Luke Castellan,3,1,15,70
Hades,Chiron,1,1,15,70
Hades,Annabeth Chase,2,1,15,70
Percy Jackson,Chiron,1,1,15,73
Percy Jackson,Luke Castellan,3,1,15,73
Percy Jackson,Hades,1,1,15,73
Percy Jackson,Annabeth Chase,2,1,15,73
Luke Castellan,Percy Jackson,5,1,15,73
Luke Castellan,Chiron,1,1,15,73
Luke Castellan,Hades,1,1,15,73
Luke Castellan,Annabeth Chase,2,1,15,73
Percy Jackson,Chiron,1,1,15,74
Percy Jackson,Luke Castellan,3,1,15,74
Percy Jackson,Hades,1,1,15,74
Percy Jackson,Annabeth Chase,2,1,15,74
Annabeth Chase,Chiron,1,1,15,74
Annabeth Chase,Luke Castellan,3,1,15,74
Annabeth Chase,Hades,1,1,15,74
Annabeth Chase,Percy Jackson,5,1,15,74
Percy Jackson,Luke Castellan,3,1,15,75
Percy Jackson,Hades,1,1,15,75
Percy Jackson,Annabeth Chase,2,1,15,75
Annabeth Chase,Luke Castellan,3,1,15,75
Annabeth Chase,Hades,1,1,15,75
Annabeth Chase,Percy Jackson,5,1,15,75
Percy Jackson,Luke Castellan,3,1,15,78
Percy Jackson,Annabeth Chase,2,1,15,78
Percy Jackson,Grover Underwood,1,1,15,78
Luke Castellan,Percy Jackson,5,1,15,78
Luke Castellan,Annabeth Chase,2,1,15,78
Luke Castellan,Grover Underwood,1,1,15,78
Percy Jackson,Annabeth Chase,2,1,15,79
Percy Jackson,Luke Castellan,3,1,15,79
Percy Jackson,Grover Underwood,1,1,15,79
Luke Castellan,Percy Jackson,5,1,15,82
Luke Castellan,Grover Underwood,2,1,15,82
Luke Castellan,Annabeth Chase,2,1,15,82
Grover Underwood,Percy Jackson,6,1,15,83
Grover Underwood,Luke Castellan,4,1,15,83
Grover Underwood,Annabeth Chase,2,1,15,83
Luke Castellan,Percy Jackson,5,1,15,84
Luke Castellan,Grover Underwood,2,1,15,84
Luke Castellan,Annabeth Chase,2,1,15,84
Percy Jackson,Luke Castellan,3,1,15,85
Percy Jackson,Grover Underwood,2,1,15,85
Percy Jackson,Annabeth Chase,2,1,15,85
Annabeth Chase,Luke Castellan,3,1,15,85
Annabeth Chase,Grover Underwood,2,1,15,85
Annabeth Chase,Percy Jackson,4,1,15,85
Percy Jackson,Luke Castellan,3,1,15,86
Percy Jackson,Grover Underwood,2,1,15,86
Percy Jackson,Annabeth Chase,2,1,15,86
Grover Underwood,Luke Castellan,3,1,15,86
Grover Underwood,Percy Jackson,4,1,15,86
Grover Underwood,Annabeth Chase,2,1,15,86
Percy Jackson,Luke Castellan,3,1,15,87
Percy Jackson,Grover Underwood,2,1,15,87
Percy Jackson,Annabeth Chase,2,1,15,87
Luke Castellan,Grover Underwood,2,1,15,87
Luke Castellan,Percy Jackson,5,1,15,87
